feature,phrase,frequency,rank,docfreq
licensee's_license,licensee's license,25,34997,12
dually_diagnosed,dually diagnosed,25,34997,12
chiropractic_physician,chiropractic physician,25,34997,21
air_ambulance,air ambulance,25,34997,11
examination_administered,examination administered,25,34997,12
full_licensure,full licensure,25,34997,18
emergency_contacts,emergency contacts,25,34997,11
office's_website,office's website,25,34997,22
hours_excluding,hours excluding,25,34997,14
specifically_trained,specifically trained,25,34997,25
forcible_felony,forcible felony,25,34997,16
presents_proof,presents proof,25,34997,11
cause_death,cause death,25,34997,13
university_system,university system,25,34997,15
can_help,can help,25,34997,24
options_available,options available,25,34997,20
drug_dependence,drug dependence,25,34997,20
national_professional,national professional,25,34997,16
indigent_persons,indigent persons,25,34997,11
clinical_director,clinical director,25,34997,15
another_party,another party,25,34997,17
underserved_area,underserved area,25,34997,16
common_areas,common areas,25,34997,11
waiver_program,waiver program,25,34997,17
states_drug,states drug,25,34997,14
statement_regarding,statement regarding,25,34997,15
receive_medical,receive medical,25,34997,19
health_developmental,health developmental,25,34997,14
attorneys_fees,attorneys fees,25,34997,15
workforce_shortages,workforce shortages,25,34997,13
police_chiefs,police chiefs,25,34997,16
worker_school,worker school,25,34997,20
provides_support,provides support,25,34997,16
services_family,services family,25,34997,17
infectious_diseases,infectious diseases,25,34997,20
person_working,person working,25,34997,14
adequate_food,adequate food,25,34997,12
parent_relative,parent relative,25,34997,10
persons_responsible,persons responsible,25,34997,16
economic_hardship,economic hardship,25,34997,17
develop_maintain,develop maintain,25,34997,18
municipal_police,municipal police,25,34997,21
function_independently,function independently,25,34997,17
individuals_residing,individuals residing,25,34997,15
hypodermic_syringe,hypodermic syringe,25,34997,17
alcoholic_liquor,alcoholic liquor,25,34997,11
national_drug,national drug,25,34997,10
service_contracts,service contracts,25,34997,10
establish_rates,establish rates,25,34997,21
central_management,central management,25,34997,10
accountable_care,accountable care,25,34997,15
tax_collected,tax collected,25,34997,13
governmental_employees,governmental employees,25,34997,20
school_age,school age,25,34997,19
christian_science,christian science,25,34997,14
annual_mammogram,annual mammogram,25,34997,13
digital_mammography,digital mammography,25,34997,13
employees_retirement,employees retirement,25,34997,15
denied_participation,denied participation,25,34997,10
intensive_inpatient,intensive inpatient,25,34997,13
permanent_total,permanent total,25,34997,12
undue_hardship,undue hardship,25,34997,16
facilities_participating,facilities participating,25,34997,14
educational_campaign,educational campaign,25,34997,13
legend_drugs,legend drugs,25,34997,10
supportive_living,supportive living,25,34997,13
individual's_ability,individual's ability,25,34997,13
halfway_house,halfway house,25,34997,13
bargaining_unit,bargaining unit,25,34997,12
physical_functioning,physical functioning,25,34997,11
qualified_physician,qualified physician,25,34997,17
health_council,health council,25,34997,11
out-of-pocket_expenses,out-of-pocket expenses,25,34997,11
particular_person,particular person,25,34997,17
human_needs,human needs,25,34997,10
facil_ities,facil ities,25,34997,19
medi_cine,medi cine,25,34997,11
conduct_demonstrating,conduct demonstrating,25,34997,15
physi_cians,physi cians,25,34997,11
immediate_precursor,immediate precursor,25,34997,15
tient_services,tient services,25,34997,15
disability_sexual,disability sexual,25,34997,11
prac_tices,prac tices,25,34997,17
gross_misdemeanor,gross misdemeanor,25,34997,17
five-year_registration,five-year registration,25,34997,11
governmental_health,governmental health,25,34997,15
acts_committed,acts committed,25,34997,13
veterans_commission,veterans commission,25,34997,11
diversion_services,diversion services,25,34997,16
assigned_regional,assigned regional,25,34997,10
chemicals_loss,chemicals loss,25,34997,12
moore_omokunde,moore omokunde,25,34997,25
hospital_staff,hospital staff,24,36178,11
psychiatric_nursing,psychiatric nursing,24,36178,23
coauthor_senator,coauthor senator,24,36178,21
help_ensure,help ensure,24,36178,19
daily_attendance,daily attendance,24,36178,11
property_taxes,property taxes,24,36178,14
preferred_provider,preferred provider,24,36178,18
psychiatric_health,psychiatric health,24,36178,15
postpartum_care,postpartum care,24,36178,18
support_groups,support groups,24,36178,20
promote_positive,promote positive,24,36178,18
experience_working,experience working,24,36178,17
training_education,training education,24,36178,14
giving_birth,giving birth,24,36178,14
national_center,national center,24,36178,20
health_work,health work,24,36178,14
properly_qualified,properly qualified,24,36178,10
assessment_evaluation,assessment evaluation,24,36178,20
psychologists_across,psychologists across,24,36178,12
currently_requires,currently requires,24,36178,12
grant_doctoral,grant doctoral,24,36178,12
university_deemed,university deemed,24,36178,12
recognized_foreign,recognized foreign,24,36178,12
administratively_housed,administratively housed,24,36178,12
pertinent_institutional,pertinent institutional,24,36178,12
train_professional,train professional,24,36178,12
coherent_organizational,coherent organizational,24,36178,12
clear_authority,clear authority,24,36178,12
integrated_organized,integrated organized,24,36178,12
identifiable_psychology,identifiable psychology,24,36178,12
psychology_faculty,psychology faculty,24,36178,12
faculty_sufficient,faculty sufficient,24,36178,12
core_faculty,core faculty,24,36178,12
identifiable_body,identifiable body,24,36178,12
acceptable_residency,acceptable residency,24,36178,12
current_full,current full,24,36178,12
intended_practice,intended practice,24,36178,12
patient_contact,patient contact,24,36178,18
reported_inappropriate,reported inappropriate,24,36178,12
conduct_engaged,conduct engaged,24,36178,12
system_containing,system containing,24,36178,17
investigatory_records,investigatory records,24,36178,24
employees_elect,employees elect,24,36178,20
compensation_define,compensation define,24,36178,20
duties_grant,duties grant,24,36178,20
commission_according,commission according,24,36178,19
maintain_financial,maintain financial,24,36178,19
impose_fees,impose fees,24,36178,18
rulemaking_record,rulemaking record,24,36178,19
usual_rulemaking,usual rulemaking,24,36178,19
executive_legislative,executive legislative,24,36178,19
personal_services,personal services,24,36178,13
records_generated,records generated,24,36178,10
outpatient_program,outpatient program,24,36178,20
data_received,data received,24,36178,15
surgeon_licensed,surgeon licensed,24,36178,11
guardian_guardian,guardian guardian,24,36178,14
legal_representatives,legal representatives,24,36178,11
public_disclosure,public disclosure,24,36178,21
group_homes,group homes,24,36178,16
appeal_process,appeal process,24,36178,15
insurance_carrier,insurance carrier,24,36178,20
extent_consistent,extent consistent,24,36178,22
health_evaluations,health evaluations,24,36178,16
clinic_services,clinic services,24,36178,19
assistant_nurse,assistant nurse,24,36178,17
can_result,can result,24,36178,22
states_census,states census,24,36178,11
also_develop,also develop,24,36178,23
community_development,community development,24,36178,14
geographic_distribution,geographic distribution,24,36178,17
death_benefits,death benefits,24,36178,12
grade_levels,grade levels,24,36178,21
every_effort,every effort,24,36178,20
tribal_governments,tribal governments,24,36178,16
updated_annually,updated annually,24,36178,16
stigma_surrounding,stigma surrounding,24,36178,21
school_work,school work,24,36178,15
environmental_hazards,environmental hazards,24,36178,12
contained_therein,contained therein,24,36178,16
public_meetings,public meetings,24,36178,19
treat_individuals,treat individuals,24,36178,11
categories_listed,categories listed,24,36178,14
however_nothing,however nothing,24,36178,19
services_identified,services identified,24,36178,18
another_provider,another provider,24,36178,16
direct_contact,direct contact,24,36178,13
programs_administered,programs administered,24,36178,17
reducing_recidivism,reducing recidivism,24,36178,14
multiple_counties,multiple counties,24,36178,20
reasonable_costs,reasonable costs,24,36178,13
fire_district,fire district,24,36178,11
nurse_certified,nurse certified,24,36178,10
brief_intervention,brief intervention,24,36178,14
adequate_network,adequate network,24,36178,15
limitations_set,limitations set,24,36178,14
mortality_rate,mortality rate,24,36178,22
jurisdictions_legally,jurisdictions legally,24,36178,13
disciplinary_proceeding,disciplinary proceeding,24,36178,17
contracted_providers,contracted providers,24,36178,17
quality_medical,quality medical,24,36178,21
improve_patient,improve patient,24,36178,10
drug_costs,drug costs,24,36178,14
states_secretary,states secretary,24,36178,13
prescribe_administer,prescribe administer,24,36178,24
implement_procedures,implement procedures,24,36178,24
legal_issues,legal issues,24,36178,24
family_systems,family systems,24,36178,13
certain_records,certain records,24,36178,17
relevant_documents,relevant documents,24,36178,13
high_level,high level,24,36178,14
incident_reporting,incident reporting,24,36178,21
nurse_performing,nurse performing,24,36178,10
abuse_education,abuse education,24,36178,12
product_containing,product containing,24,36178,20
physical_custody,physical custody,24,36178,14
undergo_mental,undergo mental,24,36178,14
regarding_student,regarding student,24,36178,15
technical_education,technical education,24,36178,14
hospital_health,hospital health,24,36178,18
medical_technician-basic,medical technician-basic,24,36178,10
alternative_methods,alternative methods,24,36178,11
medical_examinations,medical examinations,24,36178,20
infant_mortality,infant mortality,24,36178,13
uniform_screening,uniform screening,24,36178,13
members_representing,members representing,24,36178,16
workers_licensed,workers licensed,24,36178,19
receive_compensation,receive compensation,24,36178,18
