feature,phrase,frequency,rank,docfreq
vention_team_training,vention team training,13,75283,9
summer_day_camp,summer day camp,13,75283,6
program_pursu_ant,program pursu ant,13,75283,13
chemical_dependence_program,chemical dependence program,13,75283,7
care_advisory_council,care advisory council,13,75283,7
observation_description_evaluation,observation description evaluation,13,75283,11
mental_health_appointments,mental health appointments,13,75283,13
maternal_depression_awareness,maternal depression awareness,13,75283,7
advi_sory_board,advi sory board,13,75283,7
comprehensive_care_centers,comprehensive care centers,13,75283,13
self-reported_mental_health,self-reported mental health,13,75283,5
use_disorder_service,use disorder service,13,75283,6
reasonable_possibility_exists,reasonable possibility exists,13,75283,5
metropolitan_transportation_authority,metropolitan transportation authority,13,75283,5
non-monetary_conditions_fix,non-monetary conditions fix,13,75283,5
conditions_fix_bail,conditions fix bail,13,75283,5
principal_license_application,principal license application,13,75283,7
brand_name_drug,brand name drug,13,75283,5
nursing_homes_residential,nursing homes residential,13,75283,8
similar_mental_emotional,similar mental emotional,13,75283,7
family_thera_pist,family thera pist,13,75283,7
clin_ical_laboratory,clin ical laboratory,13,75283,7
provides_medical_services,provides medical services,13,75283,5
provides_dental_services,provides dental services,13,75283,5
navy_marine_corps,navy marine corps,13,75283,5
principal_immediate_release,principal immediate release,13,75283,5
local_correc_tional,local correc tional,13,75283,9
apg_rate-setting_methodology,apg rate-setting methodology,13,75283,5
depression_awareness_month,depression awareness month,13,75283,5
person_involuntarily_committed,person involuntarily committed,13,75283,7
universal_telephone_number,universal telephone number,13,75283,10
joint_vocational_school,joint vocational school,13,75283,8
worker_independent_social,worker independent social,13,75283,7
packaging_repackaging_labeling,packaging repackaging labeling,13,75283,12
trademark_trade_name,trademark trade name,13,75283,7
natural_hair_style,natural hair style,13,75283,8
funeral_director's_license,funeral director's license,13,75283,8
restrictive_alternative_available,restrictive alternative available,13,75283,6
municipal_corporation_township,municipal corporation township,13,75283,6
psychologist_licensed_professional,psychologist licensed professional,13,75283,9
research_project_involving,research project involving,13,75283,6
sale_prescribes_dispenses,sale prescribes dispenses,13,75283,6
sale_prescribed_dispensed,sale prescribed dispensed,13,75283,6
fentanyl-related_compound_hashish,fentanyl-related compound hashish,13,75283,6
ambulatory_care_facility,ambulatory care facility,13,75283,5
podiatric_medical_association,podiatric medical association,13,75283,5
dependency_counselor_licensed,dependency counselor licensed,13,75283,9
professional_psychologists_practice,professional psychologists practice,13,75283,9
prepaid_wireless_telecommunications,prepaid wireless telecommunications,13,75283,5
student_behavioral_health,student behavioral health,13,75283,5
temporary_inpatient_mental,temporary inpatient mental,13,75283,8
regional_education_service,regional education service,13,75283,9
treatment_investigation_transportation,treatment investigation transportation,13,75283,8
investigation_transportation_court-related,investigation transportation court-related,13,75283,8
gravely_disabled_minor,gravely disabled minor,13,75283,7
ordered_less_restrictive,ordered less restrictive,13,75283,8
hospital_managed_care,hospital managed care,13,75283,8
comprehensive_risk_contract,comprehensive risk contract,13,75283,7
authority's_managed_care,authority's managed care,13,75283,7
person's_managed_care,person's managed care,13,75283,6
residences_intoxicated_person,residences intoxicated person,13,75283,6
care_coverage_legislative,care coverage legislative,12,80967,12
coverage_legislative_counsel's,coverage legislative counsel's,12,80967,12
medically_underserved_areas,medically underserved areas,12,80967,7
general_election_establishes,general election establishes,12,80967,12
reduce_mental_health,reduce mental health,12,80967,11
associate_professional_clinical,associate professional clinical,12,80967,7
county_patients_rights,county patients rights,12,80967,8
worker_licensed_professional,worker licensed professional,12,80967,11
serious_emotional_disturbances,serious emotional disturbances,12,80967,9
professional_clinical_counselors,professional clinical counselors,12,80967,8
treatment_programs_licensed,treatment programs licensed,12,80967,9
school_school_district,school school district,12,80967,7
private_nonprofit_organization,private nonprofit organization,12,80967,9
states_license_psychologists,states license psychologists,12,80967,12
afford_legal_recognition,afford legal recognition,12,80967,12
telepsychological_practice_across,telepsychological practice across,12,80967,12
in-person_face-to-face_services,in-person face-to-face services,12,80967,12
compact_states_regarding,compact states regarding,12,80967,12
states_regarding_psychologist,states regarding psychologist,12,80967,12
regarding_psychologist_licensure,regarding psychologist licensure,12,80967,12
psychologist_licensure_adverse,psychologist licensure adverse,12,80967,12
hold_licensed_psychologists,hold licensed psychologists,12,80967,12
licensed_psychologists_accountable,licensed psychologists accountable,12,80967,12
grants_temporary_authority,grants temporary authority,12,80967,11
intended_practice_conformity,intended practice conformity,12,80967,12
telepsychology_technology_criminal,telepsychology technology criminal,12,80967,12
technology_criminal_background,technology criminal background,12,80967,12
conditions_regarding_telepsychology,conditions regarding telepsychology,12,80967,12
vii_adverse_actions,vii adverse actions,12,80967,12
injunctive_relief_orders,injunctive relief orders,12,80967,12
compact_states_reporting,compact states reporting,12,80967,12
resolution_proceedings_nothing,resolution proceedings nothing,12,80967,8
commissioners_prescribe_bylaws,commissioners prescribe bylaws,12,80967,12
psychology_licensure_temporary,psychology licensure temporary,12,80967,12
duly_appointed_person,duly appointed person,12,80967,12
arise_among_compact,arise among compact,12,80967,12
among_compact_states,among compact states,12,80967,12
psychology_licensure_agreement,psychology licensure agreement,12,80967,12
remaining_compact_states,remaining compact states,12,80967,12
education_mental_health,education mental health,12,80967,6
behavioral_health_advisory,behavioral health advisory,12,80967,10
positive_youth_development,positive youth development,12,80967,7
mental_health_advisory,mental health advisory,12,80967,6
mental_health_evaluations,mental health evaluations,12,80967,11
appropriation_yes_fiscal,appropriation yes fiscal,12,80967,12
yes_fiscal_committee,yes fiscal committee,12,80967,12
physician_assistant_nurse,physician assistant nurse,12,80967,7
mental_health_organizations,mental health organizations,12,80967,11
treat_mental_illness,treat mental illness,12,80967,9
accepted_accounting_principles,accepted accounting principles,12,80967,7
mental_health_diversion,mental health diversion,12,80967,6
treatment_plan_includes,treatment plan includes,12,80967,8
intensive_outpatient_services,intensive outpatient services,12,80967,7
international_statistical_classification,international statistical classification,12,80967,6
related_health_problems,related health problems,12,80967,6
geographic_areas_served,geographic areas served,12,80967,6
medicare_supplemental_security,medicare supplemental security,12,80967,9
criminal_justice_systems,criminal justice systems,12,80967,7
individual_health_insurance,individual health insurance,12,80967,8
managed_care_contracts,managed care contracts,12,80967,12
providers_mental_health,providers mental health,12,80967,11
internet_website_along,internet website along,12,80967,12
psychologists_clinical_social,psychologists clinical social,12,80967,9
clinical_specialty_associations,clinical specialty associations,12,80967,6
nonprofit_professional_association,nonprofit professional association,12,80967,8
gender_race_ethnicity,gender race ethnicity,12,80967,12
affect_people_across,affect people across,12,80967,12
stressful_life_events,stressful life events,12,80967,12
drugs_narcotics_chemicals,drugs narcotics chemicals,12,80967,10
licensure_number_obtained,licensure number obtained,12,80967,6
similar_legislation_takes,similar legislation takes,12,80967,12
program_managed_care,program managed care,12,80967,8
disorder_substance_use,disorder substance use,12,80967,11
female_genital_mutilation,female genital mutilation,12,80967,12
occurring_mental_health,occurring mental health,12,80967,8
average_drug_acquisition,average drug acquisition,12,80967,8
drug_acquisition_cost,drug acquisition cost,12,80967,8
drug_benefit_management,drug benefit management,12,80967,6
benefit_management_program,benefit management program,12,80967,6
medicaid_pharmacy_network,medicaid pharmacy network,12,80967,6
average_manufacturer_price,average manufacturer price,12,80967,6
