domain_group,token,n,tf,idf,tf_idf
high,sought,245,1.1354456948765446e-4,0,0
high,sound,98,4.541782779506178e-5,0,0
high,sounds,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,sourc,8,3.707577779188717e-6,0.6931471805599453,2.5698970843513626e-6
high,source,1303,6.038717307853623e-4,0,0
high,source's,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,sourced,6,2.780683334391538e-6,0.6931471805599453,1.927422813263522e-6
high,sources,419,1.9418438618500907e-4,0,0
high,sourcing,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,south,62,2.8733727788712557e-5,0,0
high,southcentral,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,southeast,13,6.024813891181666e-6,0,0
high,southeaster,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,southeasterly,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,southeastern,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,southerly,14,6.488261113580255e-6,0,0
high,southern,31,1.4366863894356278e-5,0,0
high,southwes,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,southwest,9,4.171025001587307e-6,0,0
high,southwesterly,18,8.342050003174614e-6,0.6931471805599453,5.782268439790566e-6
high,southwestern,2,9.268944447971793e-7,0,0
high,souvenir,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,sover,6,2.780683334391538e-6,0.6931471805599453,1.927422813263522e-6
high,sovereign,47,2.1782019452733714e-5,0.6931471805599453,1.5098145370564256e-5
high,sovereignty,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,soy,16,7.415155558377434e-6,0.6931471805599453,5.139794168702725e-6
high,sp.s,9,4.171025001587307e-6,0,0
high,sp.sess,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,space,314,1.4552242783315715e-4,0,0
high,spacer,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,spaces,42,1.9464783340740766e-5,0,0
high,spain,2,9.268944447971793e-7,0,0
high,span,4,1.8537888895943585e-6,0,0
high,spanish,29,1.34399694495591e-5,0,0
high,spanning,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,spanton,1,4.6344722239858964e-7,0,0
high,sparklers,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,sparsity,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,spatter,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,spe,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,speak,67,3.1050963900705505e-5,0,0
high,speaker,361,1.6730444728589087e-4,0,0
high,speakers,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,speaking,48,2.2245466675132303e-5,0,0
high,spearguns,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,spec,22,1.0195838892768973e-5,0.6931471805599453,7.067216981966248e-6
high,speci,22,1.0195838892768973e-5,0.6931471805599453,7.067216981966248e-6
high,special,2086,9.667509059234579e-4,0,0
high,specialist,516,2.3913876675767226e-4,0,0
high,specialist's,23,1.0659286115167561e-5,0.6931471805599453,7.388454117510167e-6
high,specialists,337,1.561817139483247e-4,0,0
high,speciality,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,specialization,9,4.171025001587307e-6,0,0
high,specialize,16,7.415155558377434e-6,0,0
high,specialized,428,1.9835541118659638e-4,0,0
high,specializes,33,1.5293758339153457e-5,0,0
high,specializing,58,2.68799388991182e-5,0.6931471805599453,1.863175386154738e-5
high,specially,32,1.4830311116754868e-5,0.6931471805599453,1.027958833740545e-5
high,specialties,66,3.0587516678306913e-5,0,0
high,specialty,586,2.7158007232557353e-4,0,0
high,species,61,2.8270280566313968e-5,0,0
high,specif,20,9.268944447971793e-6,0,0
high,specific,1748,8.101057447527347e-4,0,0
high,specifica,8,3.707577779188717e-6,0.6931471805599453,2.5698970843513626e-6
high,specifically,540,2.502615000952384e-4,0,0
high,specification,177,8.203015836455037e-5,0.6931471805599453,5.68589729912739e-5
high,specifications,70,3.2441305567901274e-5,0,0
high,specificity,5,2.317236111992948e-6,0,0
high,specifics,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,specifies,72,3.336820001269846e-5,0,0
high,specimen,29,1.34399694495591e-5,0.6931471805599453,9.31587693077369e-6
high,specimens,32,1.4830311116754868e-5,0.6931471805599453,1.027958833740545e-5
high,specta,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,spectacle,17,7.878602780776024e-6,0.6931471805599453,5.461031304246646e-6
high,spectacles,20,9.268944447971793e-6,0.6931471805599453,6.424742710878407e-6
high,spectrometry,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,spectrum,54,2.502615000952384e-5,0,0
high,speculations,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,speculative,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,speech,502,2.32650505644092e-4,0,0
high,speed,21,9.732391670370383e-6,0.6931471805599453,6.7459798464223275e-6
high,speeding,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,speeds,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,speedy,8,3.707577779188717e-6,0.6931471805599453,2.5698970843513626e-6
high,spelling,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,spend,63,2.919717501111115e-5,0,0
high,spending,127,5.885779724462088e-5,0,0
high,spends,21,9.732391670370383e-6,0,0
high,spendthrift,12,5.561366668783076e-6,0.6931471805599453,3.854845626527044e-6
high,spent,162,7.507845002857153e-5,0,0
high,sphere,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,spherical,8,3.707577779188717e-6,0.6931471805599453,2.5698970843513626e-6
high,spice,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,spices,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,spike,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,spill,8,3.707577779188717e-6,0.6931471805599453,2.5698970843513626e-6
high,spilling,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,spills,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,spinal,13,6.024813891181666e-6,0.6931471805599453,4.176082762070965e-6
high,spiraling,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,spiritual,47,2.1782019452733714e-5,0,0
high,spirituality,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,spirituous,9,4.171025001587307e-6,0.6931471805599453,2.891134219895283e-6
high,spirometry,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,spiros,4,1.8537888895943585e-6,0,0
high,spite,1,4.6344722239858964e-7,0,0
high,splash,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,splint,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,splints,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,split,19,8.805497225573203e-6,0.6931471805599453,6.103505575334486e-6
high,splitting,14,6.488261113580255e-6,0.6931471805599453,4.497319897614885e-6
high,spoil,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,spokane,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,spoken,50,2.3172361119929483e-5,0,0
high,spoliated,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,sponding,10,4.634472223985896e-6,0.6931471805599453,3.2123713554392034e-6
high,sponsor,119,5.515021946543217e-5,0,0
high,sponsored,142,6.580950558059973e-5,0,0
high,sponsoring,29,1.34399694495591e-5,0,0
high,sponsors,87,4.03199083486773e-5,0.6931471805599453,2.794763079232107e-5
high,sponsorship,21,9.732391670370383e-6,0.6931471805599453,6.7459798464223275e-6
high,sponsorships,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,spontaneous,16,7.415155558377434e-6,0.6931471805599453,5.139794168702725e-6
high,spoon,8,3.707577779188717e-6,0.6931471805599453,2.5698970843513626e-6
high,spoons,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,sport,17,7.878602780776024e-6,0,0
high,sporting,25,1.1586180559964741e-5,0,0
high,sports,104,4.8198511129453326e-5,0,0
high,spot,8,3.707577779188717e-6,0.6931471805599453,2.5698970843513626e-6
high,spots,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,spousal,22,1.0195838892768973e-5,0,0
high,spouse,539,2.497980528728398e-4,0,0
high,spouse's,5,2.317236111992948e-6,0.6931471805599453,1.6061856777196017e-6
high,spouses,46,2.1318572230335122e-5,0,0
high,spray,43,1.9928230563139354e-5,0.6931471805599453,1.3813196828388574e-5
high,sprayed,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,spread,53,2.456270278712525e-5,0.6931471805599453,1.7025568183827777e-5
high,spreading,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,spreitzer,10,4.634472223985896e-6,0,0
high,spring,13,6.024813891181666e-6,0.6931471805599453,4.176082762070965e-6
high,springer,1,4.6344722239858964e-7,0,0
high,springfield,15,6.951708335978845e-6,0.6931471805599453,4.818557033158805e-6
high,sprinkled,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,sps,207,9.593357503650805e-5,0,0
high,squad,8,3.707577779188717e-6,0,0
high,squadron,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,squadrons,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,squads,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,square,56,2.595304445432102e-5,0,0
high,squarely,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,squibs,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,sro,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,ssdi,6,2.780683334391538e-6,0.6931471805599453,1.927422813263522e-6
high,ssi,6,2.780683334391538e-6,0.6931471805599453,1.927422813263522e-6
high,ssistance,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,sss,9,4.171025001587307e-6,0.6931471805599453,2.891134219895283e-6
high,sta,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,stab,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,stabili,8,3.707577779188717e-6,0.6931471805599453,2.5698970843513626e-6
high,stability,67,3.1050963900705505e-5,0,0
high,stabiliza,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,stabilization,962,4.458362279474432e-4,0,0
high,stabilize,75,3.4758541679894226e-5,0.6931471805599453,2.4092785165794028e-5
high,stabilized,29,1.34399694495591e-5,0,0
high,stabilizer,8,3.707577779188717e-6,0,0
high,stabilizers,5,2.317236111992948e-6,0.6931471805599453,1.6061856777196017e-6
high,stabilizing,28,1.297652222716051e-5,0.6931471805599453,8.99463979522977e-6
high,stable,89,4.1246802793474476e-5,0,0
high,stadelman,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,stadiums,6,2.780683334391538e-6,0.6931471805599453,1.927422813263522e-6
high,staff,1953,9.051124253444456e-4,0,0
high,staff's,4,1.8537888895943585e-6,0,0
high,staffed,51,2.363580834232807e-5,0,0
high,staffing,260,1.204962778236333e-4,0,0
high,staffings,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,stafford,14,6.488261113580255e-6,0.6931471805599453,4.497319897614885e-6
high,staffs,65,3.0124069455908325e-5,0.6931471805599453,2.088041381035482e-5
high,stafsholt,2,9.268944447971793e-7,0,0
high,stag,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,stage,70,3.2441305567901274e-5,0,0
high,stages,33,1.5293758339153457e-5,0,0
high,stagger,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,staggered,26,1.2049627782363331e-5,0,0
high,staggering,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,staining,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,stains,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,stake,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,stakeholder,55,2.548959723192243e-5,0,0
high,stakeholders,259,1.2003283060123472e-4,0,0
high,stalking,149,6.905363613738985e-5,0.6931471805599453,4.786433319604413e-5
high,stalks,13,6.024813891181666e-6,0.6931471805599453,4.176082762070965e-6
high,stamina,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,stamp,37,1.7147547228747817e-5,0,0
high,stamped,17,7.878602780776024e-6,0.6931471805599453,5.461031304246646e-6
high,stamps,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,stan,12,5.561366668783076e-6,0,0
high,stance,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,stances,16,7.415155558377434e-6,0.6931471805599453,5.139794168702725e-6
high,stand,364,1.6869478895308664e-4,0,0
high,standalone,2,9.268944447971793e-7,0,0
high,standard,626,2.901179612215171e-4,0,0
high,standardization,12,5.561366668783076e-6,0.6931471805599453,3.854845626527044e-6
high,standardize,6,2.780683334391538e-6,0.6931471805599453,1.927422813263522e-6
high,standardized,230,1.0659286115167562e-4,0,0
high,standardizing,9,4.171025001587307e-6,0.6931471805599453,2.891134219895283e-6
high,standards,2875,0.0013324107643959452,0,0
high,standby,12,5.561366668783076e-6,0.6931471805599453,3.854845626527044e-6
high,standing,537,2.488711584280426e-4,0,0
high,stands,23,1.0659286115167561e-5,0,0
high,stanford,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,stanley,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,stanozolol,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,star,51,2.363580834232807e-5,0,0
high,start,113,5.236953613104063e-5,0,0
high,started,2,9.268944447971793e-7,0,0
high,starter,14,6.488261113580255e-6,0.6931471805599453,4.497319897614885e-6
high,starter's,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,starting,50,2.3172361119929483e-5,0,0
high,starts,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,startup,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,start’s,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,starvation,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,stasis,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,stat,162,7.507845002857153e-5,0,0
high,state's,866,4.0134529459717863e-4,0,0
high,statean,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,stated,307,1.42278297276367e-4,0,0
high,statement,1012,4.690085890673727e-4,0,0
high,statements,194,8.99087611453264e-5,0,0
high,statewide,1038,4.8105821684973606e-4,0,0
high,state’s,97,4.49543805726632e-5,0,0
high,static,7,3.2441305567901275e-6,0.6931471805599453,2.2486599488074424e-6
high,stating,235,1.0891009726366857e-4,0,0
high,station,168,7.785913336296306e-5,0,0
high,stationary,15,6.951708335978845e-6,0.6931471805599453,4.818557033158805e-6
high,stationed,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,stationery,8,3.707577779188717e-6,0.6931471805599453,2.5698970843513626e-6
high,stationing,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,stations,20,9.268944447971793e-6,0,0
high,statistical,221,1.0242183615008831e-4,0,0
high,statistically,34,1.575720556155205e-5,0.6931471805599453,1.0922062608493292e-5
high,statisticians,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,statistics,226,1.0473907226208126e-4,0,0
high,stats,156,7.229776669417999e-5,0,0
high,statuary,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,statue,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,status,2064,9.56555067030689e-4,0,0
high,statuses,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,statutes,2835,0.0013138728755000017,0,0
high,statutorily,13,6.024813891181666e-6,0,0
high,statutory,328,1.520106889467374e-4,0,0
high,stay,228,1.0566596670687843e-4,0,0
high,stayed,20,9.268944447971793e-6,0,0
high,staying,7,3.2441305567901275e-6,0,0
high,stays,32,1.4830311116754868e-5,0,0
high,steadily,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,steady,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,steam,17,7.878602780776024e-6,0.6931471805599453,5.461031304246646e-6
high,stearns,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,stec,2,9.268944447971793e-7,0,0
high,steck,7,3.2441305567901275e-6,0,0
high,steele,2,9.268944447971793e-7,0,0
high,steering,28,1.297652222716051e-5,0.6931471805599453,8.99463979522977e-6
high,stefano,2,9.268944447971793e-7,0,0
high,steffen,2,9.268944447971793e-7,0,0
high,steilacoom,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,steineke,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,stem,32,1.4830311116754868e-5,0.6931471805599453,1.027958833740545e-5
high,stemming,25,1.1586180559964741e-5,0.6931471805599453,8.03092838859801e-6
high,stems,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,stenbolone,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,steno,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,stenographer,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,stenographic,12,5.561366668783076e-6,0,0
high,stenographically,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,step,111,5.144264168624345e-5,0,0
high,stepbrother,10,4.634472223985896e-6,0.6931471805599453,3.2123713554392034e-6
high,stepchild,31,1.4366863894356278e-5,0,0
high,stepchildren,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,stepdaughter,6,2.780683334391538e-6,0.6931471805599453,1.927422813263522e-6
high,stepfather,7,3.2441305567901275e-6,0.6931471805599453,2.2486599488074424e-6
high,stephanie,2,9.268944447971793e-7,0,0
high,stephen,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,stephens,2,9.268944447971793e-7,0,0
high,stephon,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,stepmother,7,3.2441305567901275e-6,0.6931471805599453,2.2486599488074424e-6
high,stepparent,29,1.34399694495591e-5,0,0
high,stepped,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,stepping,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,steps,206,9.547012781410947e-5,0,0
high,stepsister,10,4.634472223985896e-6,0.6931471805599453,3.2123713554392034e-6
high,stepson,6,2.780683334391538e-6,0.6931471805599453,1.927422813263522e-6
high,stereotypes,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,sterile,38,1.7610994451146405e-5,0,0
high,sterilization,11,5.097919446384486e-6,0.6931471805599453,3.533608490983124e-6
high,sterilizations,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,sterilized,15,6.951708335978845e-6,0,0
high,sterilizing,6,2.780683334391538e-6,0.6931471805599453,1.927422813263522e-6
high,stern,4,1.8537888895943585e-6,0,0
high,steroid,68,3.15144111231041e-5,0.6931471805599453,2.1844125216986583e-5
high,steroidal,6,2.780683334391538e-6,0.6931471805599453,1.927422813263522e-6
high,steroids,9,4.171025001587307e-6,0.6931471805599453,2.891134219895283e-6
high,steve,2,9.268944447971793e-7,0,0
high,steward,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,stewardship,11,5.097919446384486e-6,0.6931471805599453,3.533608490983124e-6
high,stewart,2,9.268944447971793e-7,0,0
high,stick,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,sticker,6,2.780683334391538e-6,0.6931471805599453,1.927422813263522e-6
high,stickers,7,3.2441305567901275e-6,0,0
high,stiffness,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,stigma,117,5.4223325020634984e-5,0,0
high,stigmatization,6,2.780683334391538e-6,0.6931471805599453,1.927422813263522e-6
high,stigmatize,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,stigmatized,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,stigmatizes,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,stigmatizing,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,stiletto,4,1.8537888895943585e-6,0,0
high,stillbirth,44,2.0391677785537946e-5,0,0
high,stillborn,19,8.805497225573203e-6,0.6931471805599453,6.103505575334486e-6
high,stillborn's,8,3.707577779188717e-6,0.6931471805599453,2.5698970843513626e-6
high,stimu,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,stimulant,42,1.9464783340740766e-5,0.6931471805599453,1.3491959692844655e-5
high,stimulants,9,4.171025001587307e-6,0.6931471805599453,2.891134219895283e-6
high,stimulate,11,5.097919446384486e-6,0.6931471805599453,3.533608490983124e-6
high,stimulated,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,stimulating,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,stimulation,25,1.1586180559964741e-5,0.6931471805599453,8.03092838859801e-6
high,stimuli,7,3.2441305567901275e-6,0.6931471805599453,2.2486599488074424e-6
high,stip,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,stipend,58,2.68799388991182e-5,0,0
high,stipends,18,8.342050003174614e-6,0,0
high,stipulate,5,2.317236111992948e-6,0,0
high,stipulated,46,2.1318572230335122e-5,0.6931471805599453,1.4776908235020334e-5
high,stipulation,20,9.268944447971793e-6,0,0
high,stipulations,31,1.4366863894356278e-5,0,0
high,stirpe,2,9.268944447971793e-7,0,0
high,stirpes,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,stirred,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,stock,221,1.0242183615008831e-4,0,0
high,stockade,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,stockhold,8,3.707577779188717e-6,0.6931471805599453,2.5698970843513626e-6
high,stockholder,82,3.800267223668435e-5,0.6931471805599453,2.6341445114601465e-5
high,stockholder's,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,stockholders,23,1.0659286115167561e-5,0.6931471805599453,7.388454117510167e-6
high,stockholdings,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,stocking,16,7.415155558377434e-6,0,0
high,stockings,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,stocks,39,1.8074441673544997e-5,0.6931471805599453,1.2528248286212893e-5
high,stokes,2,9.268944447971793e-7,0,0
high,stolen,40,1.8537888895943585e-5,0,0
high,stoller,1,4.6344722239858964e-7,0,0
high,stone,8,3.707577779188717e-6,0,0
high,stoneback,3,1.390341667195769e-6,0,0
high,stoneman,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,stones,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,stony,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,stool,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,stop,67,3.1050963900705505e-5,0,0
high,stoppage,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,stoppages,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,stopped,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,stopping,6,2.780683334391538e-6,0.6931471805599453,1.927422813263522e-6
high,stops,30,1.390341667195769e-5,0.6931471805599453,9.63711406631761e-6
high,stor,2,9.268944447971793e-7,0,0
high,storage,239,1.1076388615326292e-4,0,0
high,store,159,7.368810836137576e-5,0,0
high,stored,86,3.985646112627871e-5,0,0
high,storerooms,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,stores,38,1.7610994451146405e-5,0,0
high,stories,5,2.317236111992948e-6,0.6931471805599453,1.6061856777196017e-6
high,storing,81,3.753922501428576e-5,0,0
high,storm,23,1.0659286115167561e-5,0.6931471805599453,7.388454117510167e-6
high,storms,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,stormwater,12,5.561366668783076e-6,0,0
high,stow,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,stowed,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,straight,15,6.951708335978845e-6,0,0
high,strain,7,3.2441305567901275e-6,0.6931471805599453,2.2486599488074424e-6
high,strained,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,straining,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,strains,1,4.6344722239858964e-7,0,0
high,strange,9,4.171025001587307e-6,0.6931471805599453,2.891134219895283e-6
high,strangers,11,5.097919446384486e-6,0.6931471805599453,3.533608490983124e-6
high,strangulation,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,strat,6,2.780683334391538e-6,0.6931471805599453,1.927422813263522e-6
high,strata,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,strate,3,1.390341667195769e-6,0,0
high,strated,14,6.488261113580255e-6,0.6931471805599453,4.497319897614885e-6
high,strategic,136,6.30288222462082e-5,0,0
high,strategically,2,9.268944447971793e-7,0,0
high,strategies,428,1.9835541118659638e-4,0,0
high,strategy,162,7.507845002857153e-5,0,0
high,strates,4,1.8537888895943585e-6,0,0
high,stratified,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,stratify,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,strating,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,stration,18,8.342050003174614e-6,0,0
high,strations,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,stratum,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,straw,34,1.575720556155205e-5,0.6931471805599453,1.0922062608493292e-5
high,stream,5,2.317236111992948e-6,0.6931471805599453,1.6061856777196017e-6
high,streamline,10,4.634472223985896e-6,0.6931471805599453,3.2123713554392034e-6
high,streamlined,21,9.732391670370383e-6,0.6931471805599453,6.7459798464223275e-6
high,streamlines,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,streamlining,28,1.297652222716051e-5,0.6931471805599453,8.99463979522977e-6
high,streams,15,6.951708335978845e-6,0,0
high,street,172,7.971292225255742e-5,0,0
high,streetcar,8,3.707577779188717e-6,0.6931471805599453,2.5698970843513626e-6
high,streetcars,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,streetgang,9,4.171025001587307e-6,0.6931471805599453,2.891134219895283e-6
high,streets,15,6.951708335978845e-6,0.6931471805599453,4.818557033158805e-6
high,strength,74,3.4295094457495634e-5,0.6931471805599453,2.3771548030250104e-5
high,strengthen,55,2.548959723192243e-5,0.6931471805599453,1.7668042454915618e-5
high,strengthened,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,strengthening,31,1.4366863894356278e-5,0.6931471805599453,9.95835120186153e-6
high,strengthens,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,strengths,45,2.0855125007936534e-5,0.6931471805599453,1.4455671099476415e-5
high,strenuous,10,4.634472223985896e-6,0.6931471805599453,3.2123713554392034e-6
high,streptococcal,2,9.268944447971793e-7,0,0
